NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
11000007	"Data\npc\NPC-common\cangku\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"亦起丸"	52	1	"家族活动"	64	1	0	"家族"	1	""	""	4317001	8	1	0	0	10000	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11000100	"Data\npc\npc-task\nvwa\Actor.kfm"	1.800000	""	1.000000	1.000000	100	10	0	"女娲娘娘"	52	1	""	64	1	0	""	1	""	""	4313301	0	1	0	0	10001	0	111	0	1	0	"Textures\2DNPC\kongbai_92_200.tga"	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
11000101	"Data\npc\npc-task\nvwa\Actor.kfm"	1.800000	""	1.000000	1.000000	100	10	0	"女娲娘娘"	52	1	""	64	1	0	""	1	""	""	4313301	0	1	0	0	10001	0	111	0	1	11000101	"Textures\2DNPC\kongbai_92_200.tga"	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
11000102	"Data\npc\npc-task\nvwa\Actor.kfm"	1.800000	""	1.000000	1.000000	100	10	0	"女娲娘娘"	52	1	""	64	1	0	""	1	""	""	4313301	0	1	0	0	10001	0	111	0	1	0	"Textures\2DNPC\kongbai_92_200.tga"	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
11000103	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灰"	52	1	"离开通天墟"	64	1	0	""	1	""	""	4314016	0	1	0	0	10001	0	111	0	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
11000203	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灰"	52	1	"离开通天墟"	64	1	0	""	1	""	""	4314016	0	1	0	0	10002	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
11000303	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灰"	52	1	"离开通天墟"	64	1	0	""	1	""	""	4314016	0	1	0	0	10003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
11000501	"Data\npc\NPC-common\cangku\actor.kfm"	1.300000	""	1.000000	1.000000	70	10	1	"家族争霸赛"	52	1	""	64	1	0	"争霸赛"	1	""	""	4317001	264	1	0	0	10005	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11000502	"Data\npc\NPC-common\jiazu\actor.kfm"	1.500000	""	1.000000	1.000000	70	10	1	"争霸赛判官"	52	1	""	64	1	0	"离开战场"	1	""	""	4317003	264	1	0	0	10005	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
11000511	"Data\npc\npc-other\huangjinhuajing\Actor.kfm"	1.000000	""	1.000000	1.000000	1	0	2	"壹"	2	1	""	0	1	0	""	1	""	""	4318002	0	1	0	0	10005	9005	111	0	1	0	""	0	0	0	0	0	0	1.000000.	50034	0	0	0	0	0	
11000512	"Data\npc\npc-other\huangjinhuajing\Actor.kfm"	1.000000	""	1.000000	1.000000	1	0	2	"贰"	2	1	""	0	1	0	""	1	""	""	4318002	0	1	0	0	10005	9005	111	0	1	0	""	0	0	0	0	0	0	1.000000.	50034	0	0	0	0	0	
11000513	"Data\npc\npc-other\huangjinhuajing\Actor.kfm"	1.000000	""	1.000000	1.000000	1	0	2	"叁"	2	1	""	0	1	0	""	1	""	""	4318002	0	1	0	0	10005	9005	111	0	1	0	""	0	0	0	0	0	0	1.000000.	50034	0	0	0	0	0	
11000514	"Data\npc\npc-other\huangjinhuajing\Actor.kfm"	1.000000	""	1.000000	1.000000	1	0	2	"肆"	2	1	""	0	1	0	""	1	""	""	4318002	0	1	0	0	10005	9005	111	0	1	0	""	0	0	0	0	0	0	1.000000.	50034	0	0	0	0	0	
11000515	"Data\npc\npc-other\huangjinhuajing\Actor.kfm"	1.000000	""	1.000000	1.000000	1	0	2	"伍"	2	1	""	0	1	0	""	1	""	""	4318002	0	1	0	0	10005	9005	111	0	1	0	""	0	0	0	0	0	0	1.000000.	50034	0	0	0	0	0	
11100100	"Data\npc\npc-school\1kunlun\yunv\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山柔"	52	1	""	64	1	0	"任务"	1	""	""	4313103	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11100101	"Data\npc\mon-human\1kunlun\tianjiang\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山遥"	52	1	""	64	1	0	"任务"	1	""	""	4311104	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
11100102	"Data\role\mon-boss\special-03\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"秦广王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311306	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	0	
11100103	"Data\npc\mon-human\1kunlun\nvyao02\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"楚江王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311112	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	0	
11100104	"Data\role\mon-human\monster\monster07\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"宋帝王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312206	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
11100105	"Data\npc\mon-animal\1kunlun\yilong01\Actor3.kfm"	0.700000	""	1.000000	1.000000	40	10	0	"毒蛟之魂"	52	1	"五行属水"	3	1	0	""	1	""	""	4312108	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207081	0	0	0	0	
11100106	"Data\npc\mon-human\3jiuli\chimei01\Actor01.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"山魈之魂"	52	1	"五行属火"	3	1	0	""	1	""	""	4311303	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
11100107	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑金精"	52	1	"点我加水攻击"	3	1	0	"金果"	1	""	""	0	264	2	0	0	11001	0	0	1	1	0	"Textures\2DNPC\dsjj_128_192.tga"	0	0	0	0	0	0	1.000000.	5004	0	0	0	0	0	
11100108	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑木精"	52	1	"点我加火攻击"	3	1	0	"木果"	1	""	""	0	264	2	0	0	11001	0	0	1	1	0	"Textures\2DNPC\dsmj_128_192.tga"	0	0	0	0	0	0	1.000000.	5003	0	0	0	0	0	
11100109	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑土精"	52	1	"点我加金攻击"	3	1	0	"土果"	1	""	""	0	264	2	0	0	11001	0	0	1	1	0	"Textures\2DNPC\dstj_128_192.tga"	0	0	0	0	0	0	1.000000.	5002	0	0	0	0	0	
11100110	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑水精"	52	1	"点我加木攻击"	3	1	0	"水果"	1	""	""	0	264	2	0	0	11001	0	0	1	1	0	"Textures\2DNPC\dssj_128_192.tga"	0	0	0	0	0	0	1.000000.	5001	0	0	0	0	0	
11100111	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑火精"	52	1	"点我加土攻击"	3	1	0	"火果"	1	""	""	0	264	2	0	0	11001	0	0	1	1	0	"Textures\2DNPC\dshj_128_192.tga"	0	0	0	0	0	0	1.000000.	5005	0	0	0	0	0	
11100130	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"灰"	52	1	"离开此地"	64	1	0	"离开副本"	1	""	""	4314016	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
11100131	"Data\npc\npc-school\1kunlun\yunv\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山柔"	52	1	""	64	1	0	"任务"	1	""	""	4313103	264	1	0	0	11001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11100900	"Data\npc\NPC-common\jiazu\actor.kfm"	1.300000	""	1.000000	1.000000	40	0	0	"后桑"	52	1	"神树守护者"	64	1	0	""	1	""	""	4317003	264	1	0	0	11009	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
11100901	"Data\role\npc-special\effect-01\Actor.kfm"	3.000000	""	3.000000	1.000000	40	0	0	"大空桑神树"	52	1	"元气恢复中"	64	1	0	""	1	""	""	4316002	8	1	0	0	11009	0	111	0	1	0	"textures\2dnpc\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
11201106	"Data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	"菡芝"	52	1	""	64	1	11	"任务"	1	""	""	4313301	264	1	0	0	12011	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207031	0	0	0	0	
11201111	"Data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	"菡芝"	52	1	""	64	1	11	"任务"	1	""	""	4313301	264	1	0	0	12011	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207031	0	0	0	0	
11201113	"Data\npc\npc-task\sczf1\Actor.kfm"	0.500000	""	1.000000	1.000000	46	10	0	""	52	1	""	64	1	11	""	1	""	""	4316002	264	1	0	0	12011	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	0	0	0	0	0	
11201114	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	""	52	1	""	64	1	11	""	1	""	""	4316002	264	1	0	0	12011	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	50056	0	0	0	0	0	
11201115	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	""	52	1	""	64	1	11	""	1	""	""	4316002	264	1	0	0	12011	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	50064	0	0	0	0	0	
11201216	"Data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	"菡芝"	52	1	"涿鹿之野"	64	1	12	"传送员"	1	""	""	4313301	264	1	0	0	12012	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207031	0	0	0	0	
11201316	"Data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.000000	""	1.000000	1.000000	46	10	0	"菡芝"	52	1	"涿鹿之野"	64	1	13	"传送员"	1	""	""	4313301	264	1	0	0	12013	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207031	0	0	0	0	
11301100	"Data\role\mon-boss\special-07\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"陆吾"	52	1	""	64	1	0	""	1	""	""	4311107	264	1	0	0	13011	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
11301200	"Data\role\mon-boss\special-07\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"陆吾"	52	1	""	64	1	0	""	1	""	""	4311107	0	1	0	0	13012	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
11301300	"Data\role\mon-boss\special-07\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"陆吾"	52	1	""	64	1	0	""	1	""	""	4311107	0	1	0	0	13013	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
11500300	"Data\npc\npc-school\1kunlun\yunv\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山柔"	52	1	""	64	1	0	"神农侍从"	1	""	""	4313103	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11500301	"Data\npc\mon-human\1kunlun\tianjiang\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山遥"	52	1	"离开秘境"	64	1	0	"离开秘境"	1	""	""	4311104	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
11500302	"Data\role\mon-boss\special-03\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"秦广王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311306	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	1030001	0	
11500303	"Data\npc\mon-human\1kunlun\nvyao02\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"楚江王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311112	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	1030003	0	
11500304	"Data\role\mon-human\monster\monster07\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"宋帝王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312206	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	1030002	0	
11500305	"Data\role\mon-boss\monster-01\actor.kfm"	0.700000	""	1.000000	1.000000	40	10	0	"五官王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312303	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
11500306	"Data\role\mon-boss\special-06\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"阎罗王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312108	264	1	0	0	15003	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	0	
11500307	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑金精"	52	1	"点我加水攻击"	3	1	0	"金果"	1	""	""	0	264	2	0	0	15003	0	0	1	1	0	"Textures\2DNPC\dsjj_128_192.tga"	0	0	0	0	0	0	1.000000.	5004	0	0	0	0	0	
11500308	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑木精"	52	1	"点我加火攻击"	3	1	0	"木果"	1	""	""	0	264	2	0	0	15003	0	0	1	1	0	"Textures\2DNPC\dsmj_128_192.tga"	0	0	0	0	0	0	1.000000.	5003	0	0	0	0	0	
11500309	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑土精"	52	1	"点我加金攻击"	3	1	0	"土果"	1	""	""	0	264	2	0	0	15003	0	0	1	1	0	"Textures\2DNPC\dstj_128_192.tga"	0	0	0	0	0	0	1.000000.	5002	0	0	0	0	0	
11500310	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑水精"	52	1	"点我加木攻击"	3	1	0	"水果"	1	""	""	0	264	2	0	0	15003	0	0	1	1	0	"Textures\2DNPC\dssj_128_192.tga"	0	0	0	0	0	0	1.000000.	5001	0	0	0	0	0	
11500311	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑火精"	52	1	"点我加土攻击"	3	1	0	"火果"	1	""	""	0	264	2	0	0	15003	0	0	1	1	0	"Textures\2DNPC\dshj_128_192.tga"	0	0	0	0	0	0	1.000000.	5005	0	0	0	0	0	
11502013	"Data\npc\mon-human\2xuanyuan\xuejian01\actor02.kfm"	1.100000	""	1.000000	1.000000	50	10	1	"皇陵盗墓者"	52	1	"副本指引"	64	1	2	""	1	""	""	4312304	264	1	0	0	15020	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
11502014	"Data\npc\mon-human\1kunlun\jingguai02\actor.kfm"	1.100000	""	1.000000	1.000000	50	10	1	"探索家"	52	1	"传送"	64	1	2	"本地交通"	1	""	""	4312304	264	1	0	0	15020	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
11510300	"Data\npc\npc-school\1kunlun\yunv\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山柔"	52	1	""	64	1	0	"神农侍从"	1	""	""	4313103	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
11510301	"Data\npc\mon-human\1kunlun\tianjiang\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"烈山遥"	52	1	"离开秘境"	64	1	0	"离开秘境"	1	""	""	4311104	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
11510302	"Data\role\mon-boss\special-03\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"秦广王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311306	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	0	
11510303	"Data\npc\mon-human\1kunlun\nvyao02\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"楚江王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4311112	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	0	
11510304	"Data\role\mon-human\monster\monster07\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"宋帝王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312206	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
11510305	"Data\role\mon-boss\monster-01\actor.kfm"	0.700000	""	1.000000	1.000000	40	10	0	"五官王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312303	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
11510306	"Data\role\mon-boss\special-06\actor.kfm"	1.000000	""	1.000000	1.000000	40	10	0	"阎罗王"	52	1	"点击获得本尊技能"	3	1	0	""	1	""	""	4312108	264	1	0	0	15103	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	0	
11510307	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑金精"	52	1	"点我加水攻击"	3	1	0	"金果"	1	""	""	0	264	2	0	0	15103	0	0	1	1	0	"Textures\2DNPC\dsjj_128_192.tga"	0	0	0	0	0	0	1.000000.	5004	0	0	0	0	0	
11510308	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑木精"	52	1	"点我加火攻击"	3	1	0	"木果"	1	""	""	0	264	2	0	0	15103	0	0	1	1	0	"Textures\2DNPC\dsmj_128_192.tga"	0	0	0	0	0	0	1.000000.	5003	0	0	0	0	0	
11510309	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑土精"	52	1	"点我加金攻击"	3	1	0	"土果"	1	""	""	0	264	2	0	0	15103	0	0	1	1	0	"Textures\2DNPC\dstj_128_192.tga"	0	0	0	0	0	0	1.000000.	5002	0	0	0	0	0	
11510310	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑水精"	52	1	"点我加木攻击"	3	1	0	"水果"	1	""	""	0	264	2	0	0	15103	0	0	1	1	0	"Textures\2DNPC\dssj_128_192.tga"	0	0	0	0	0	0	1.000000.	5001	0	0	0	0	0	
11510311	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	40	10	5	"大桑火精"	52	1	"点我加土攻击"	3	1	0	"火果"	1	""	""	0	264	2	0	0	15103	0	0	1	1	0	"Textures\2DNPC\dshj_128_192.tga"	0	0	0	0	0	0	1.000000.	5005	0	0	0	0	0	
11606002	"Data\npc\mon-human\1kunlun\yaojing02\actor06.kfm"	1.300000	""	1.000000	1.000000	23	0	2	"叶冠稀"	1	1	"狱魔"	5	0	0	""	1	""	""	4316002	0	0	0	0	16008	16080	121	0	1	0	""	0	0	31606002	0	0	0	1.000000.	0	0	0	0	0	31606000	
11700300	"Data\npc\NPC-task\wushi\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"王守雷"	52	1	""	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700301	"Data\npc\NPC-common\youyi\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"擂台治疗师"	52	1	""	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700302	"Data\role\mon-boss\special-25\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"剑宗接待"	52	1	"手动入场"	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700303	"Data\role\mon-boss\special-05\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"琴仙接待"	52	1	"手动入场"	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700304	"Data\npc\mon-human\2xuanyuan\xiaobing\actor01.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"武尊接待"	52	1	"手动入场"	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700305	"Data\npc\mon-human\2xuanyuan\jiangjun\actor02.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"金刚接待"	52	1	"手动入场"	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
11700306	"Data\npc\NPC-task\wushi\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"王守雷"	52	1	"魔王挑战赛"	64	1	0	""	1	""	""	4311104	264	1	0	0	17003	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1100001	1100001	0	
20000929	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	50	10	1	"暗月使者"	52	1	""	64	1	0	"秘境传送"	1	""	""	4314016	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
20000930	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	50	10	1	"秘境使者"	52	1	""	64	1	0	"秘境传送"	1	""	""	4314016	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
20000931	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	50	10	1	"遗迹使者"	52	1	""	64	1	0	"遗迹传送"	1	""	""	4314016	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
20001104	"Data\npc\npc-school\1kunlun\dongwanggong\Actor.kfm"	1.300000	""	1.000000	1.000000	1	10	1	"边境使"	52	1	""	64	1	0	""	1	""	""	4313101	256	1	0	0	11	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
20001116	"Data\npc\NPC-common\jiazu\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"结拜"	52	1	""	64	1	0	"交互"	1	""	""	4317003	65544	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
20001117	"Data\npc\NPC-common\jiazu\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"称号管理"	52	1	""	64	1	0	"交互"	1	""	""	4317003	8	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
20001118	"Data\npc\NPC-common\shitu\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"师徒"	52	1	""	64	1	0	"交互"	1	""	""	4317006	131081	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207024	0	0	0	0	
20001119	"Data\npc\NPC-common\chuansong\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"结婚"	52	1	""	64	1	0	"交互"	1	""	""	4317002	32776	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
20001120	"Data\npc\NPC-common\shipingdian\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"好友任务"	52	1	""	64	1	0	"交互"	1	""	""	4317005	8	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
20001121	"Data\npc\NPC-common\wenchen\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"国家大臣"	52	1	""	64	1	0	"国家"	1	""	""	4317007	8	1	0	0	11	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207025	0	0	0	0	
20001122	"Data\npc\NPC-common\wenchen\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"国王争夺战"	52	1	""	64	1	0	"国家"	1	""	""	4317007	264	1	0	0	11	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207025	0	0	0	0	
20001123	"Data\npc\NPC-common\cangku\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"国库情报"	52	1	""	64	1	0	"国家"	1	""	""	4317001	8	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
20001124	"Data\npc\NPC-common\qianzhuang\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"国家宝藏"	52	1	""	64	1	0	"国家"	1	""	""	4317004	8	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
20001125	"Data\npc\NPC-common\cangku\actor.kfm"	1.300000	""	1.000000	1.000000	100	10	1	"换宝"	52	1	""	64	1	0	"国家"	1	""	""	4317001	8	1	0	0	11	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
20001126	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.300000	""	1.000000	1.000000	65534	1033	1	"宝藏守卫"	52	1	""	64	1	0	"国家"	1	""	""	4311104	8	0	0	0	11	0	131	0	0	0	""	0	0	0	0	0	0	1.500000.	0	207022	0	0	0	0	
20001127	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.300000	""	1.000000	1.000000	65534	1033	1	"昆仑卫兵"	52	1	""	64	1	0	"国家"	1	""	""	4311104	8	0	0	0	11	0	131	0	0	0	""	0	0	0	0	0	0	1.500000.	0	207022	0	0	0	0	
