类型ID	有效标志位	名称	部位	颜色	门派职业限制	等级限制	表现类型ID	性别限制	有效期限	允许续费	时间限制ID	允许超时	地点限制ID	允许离开	携带数量上限ID	可否存入仓库	使用次数限制ID	变身模板限制ID	可否修复	最大耐久	耐久扣减速度	鉴定方式	鉴定品质系数	绑定方式	出售设置	丢弃设置	金币价格	声望价格	家族价格	荣誉价格	师德价格	强化规则ID	打孔镶嵌摘除规则ID	铭刻规则ID	附魔规则ID	回炉规则ID	分解规则ID	白色属性池ID	白色属性等级	蓝色属性池ID	蓝色属性数下限	蓝色属性数上限	蓝色属性等级	技能激活池ID	所属套装ID	模型路径	模型类别	图标前景ID	图标背景ID	掉落图标ID	装备特效规则ID	描述文本	攻击间隔	掉落特效ID	碎片ID	碎片数量
71005000	1	羽化裤	7	0	10	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	250	10000	100	100	100	0	0	1	10	71005000	10011	1071000	26	2071000	0	0	0	0	0	0	0	2071002	9000001	7071000	0	""	-1	0	0	0
81005000	1	羽化履	8	0	10	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	230	10000	100	100	100	0	0	1	10	81005000	10011	1081000	26	2081000	0	0	0	0	0	0	0	2081002	9000001	7081000	0	""	-1	0	0	0
91005000	0	羽化护腕	9	0	10	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	200	10000	100	100	100	0	0	1	10	91005000	10011	1091000	26	2091000	0	0	0	0	0	0	0	2091002	9000001	7091000	0	""	-1	0	0	0
101005000	1	羽化手套	10	0	10	56	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	185	10000	100	100	100	0	0	1	10	101005000	10011	1101000	26	2101000	0	0	0	0	0	0	0	2101002	9000001	7101000	0	""	-1	0	0	0
111005000	1	道合真[攻击]	11	0	10	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	225	10000	100	100	100	0	0	1	10	111005000	10011	1111000	9	2111000	0	0	0	0	0	0	0	2111002	9000001	7111000	0	""	-1	0	0	0
1105010	1	腾空	0	1	11	50	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	800	10000	100	100	100	1100010	0	2	11	1105010	10	1001000	31	2001000	1	1	18	0	0	Data/player/9weapon/050sword.nif	0	2001102	9000001	7001100	11050	""	350	0	0	0
1205010	1	梦仙游	0	1	12	50	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	800	10000	100	100	100	1100010	0	2	11	1205010	10	1001000	31	2001000	1	1	18	0	0	Data/player/9weapon/050piano.nif	21	2001202	9000001	7001200	12050	""	350	0	0	0
11005010	1	登仙帽	1	1	10	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	490	10000	100	100	100	11100010	0	2	11	11005010	10011	1011000	31	2011000	1	1	17	0	0	Data/player/1kunlun/%s/050hair.nif	1	2011002	9000001	7011000	0	""	-1	0	0	0
21005010	1	离坎[攻击]	2	1	10	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	590	10000	100	100	100	21100010	0	2	11	21005010	10011	1021000	12	2021000	1	1	9	0	0	0	0	2021002	9000001	7021000	0	""	-1	0	0	0
31005010	1	飞仙[物防]	3	1	10	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	420	10000	100	100	100	31100010	0	2	11	31005010	10011	1031000	12	2031000	1	1	9	0	0	0	0	2031002	9000001	7031000	0	""	-1	0	0	0
41005010	1	登仙护肩	4	1	10	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	480	10000	100	100	100	41100010	0	2	11	41005010	10011	1041000	31	2041000	1	1	17	0	0	Data/player/1kunlun/%s/050sdr.nif	4	2041002	9000001	7041000	0	""	-1	0	0	0
51005010	1	登仙裳	5	1	10	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	510	10000	100	100	100	51100010	0	2	11	51005010	10011	1051000	31	2051000	1	1	18	0	0	Data/player/1kunlun/%s/050body.nif	5	2051002	9000001	7051000	510050	""	-1	0	0	0
61005010	1	登仙带	6	1	10	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	350	10000	100	100	100	61100010	0	2	11	61005010	10011	1061000	31	2061000	1	1	18	0	0	0	0	2061002	9000001	7061000	0	""	-1	0	0	0
71005010	1	登仙裤	7	1	10	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	500	10000	100	100	100	71100010	0	2	11	71005010	10011	1071000	31	2071000	1	1	18	0	0	0	0	2071002	9000001	7071000	0	""	-1	0	0	0
81005010	1	登仙履	8	1	10	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	460	10000	100	100	100	81100010	0	2	11	81005010	10011	1081000	31	2081000	1	1	17	0	0	0	0	2081002	9000001	7081000	0	""	-1	0	0	0
91005010	0	登仙护腕	9	1	10	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	400	10000	100	100	100	91100010	0	2	11	91005010	10011	1091000	31	2091000	1	1	17	0	0	0	0	2091002	9000001	7091000	0	""	-1	0	0	0
101005010	1	登仙手套	10	1	10	56	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	370	10000	100	100	100	101100010	0	2	11	101005010	10011	1101000	31	2101000	1	1	17	0	0	0	0	2101002	9000001	7101000	0	""	-1	0	0	0
111005010	1	神形妙[攻击]	11	1	10	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	450	10000	100	100	100	111100010	0	2	11	111005010	10011	1111000	12	2111000	1	1	9	0	0	0	0	2111002	9000001	7111000	0	""	-1	0	0	0
1105020	1	画影	0	2	11	50	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	4000	10000	100	100	100	1100020	0	2	11	1105020	10	1001000	47	2001010	3	3	23	0	0	Data/player/9weapon/050sword.nif	0	2001102	9000001	7001100	11050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400305000	2
1205020	1	九霄环	0	2	12	50	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	4000	10000	100	100	100	1100020	0	2	11	1205020	10	1001000	47	2001010	3	3	23	0	0	Data/player/9weapon/050piano.nif	21	2001202	9000001	7001200	12050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400305000	2
11005020	1	仙影帽	1	2	10	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	2450	10000	100	100	100	11100020	0	2	11	11005020	10011	1011000	47	2011010	2	2	17	0	0	Data/player/1kunlun/%s/050hair.nif	1	2011002	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305001	2
21005020	1	赤霄[攻击]	2	2	10	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2950	10000	100	100	100	21100020	0	2	11	21005020	10011	1021000	16	2021010	2	2	11	0	0	0	0	2021002	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305002	2
31005020	1	辟劫[物防]	3	2	10	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2100	10000	100	100	100	31100020	0	2	11	31005020	10011	1031000	16	2031010	2	2	11	0	0	0	0	2031002	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305003	2
41005020	1	仙影护肩	4	2	10	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	2400	10000	100	100	100	41100020	0	2	11	41005020	10011	1041000	47	2041010	2	2	17	0	0	Data/player/1kunlun/%s/050sdr.nif	4	2041002	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305004	2
51005020	1	仙影裳	5	2	10	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	2550	10000	100	100	100	51100020	0	2	11	51005020	10011	1051000	47	2051010	3	3	23	0	0	Data/player/1kunlun/%s/050body.nif	5	2051002	9000001	7051000	510050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305005	2
61005020	1	仙影带	6	2	10	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1750	10000	100	100	100	61100020	0	2	11	61005020	10011	1061000	47	2061010	3	3	23	0	0	0	0	2061002	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305006	2
71005020	1	仙影裤	7	2	10	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	2500	10000	100	100	100	71100020	0	2	11	71005020	10011	1071000	47	2071010	3	3	23	0	0	0	0	2071002	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305007	2
81005020	1	仙影履	8	2	10	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	2300	10000	100	100	100	81100020	0	2	11	81005020	10011	1081000	47	2081010	2	2	17	0	0	0	0	2081002	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305008	2
91005020	0	仙影护腕	9	2	10	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	2000	10000	100	100	100	91100020	0	2	11	91005020	10011	1091000	47	2091010	2	2	17	0	0	0	0	2091002	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305009	2
101005020	1	仙影手套	10	2	10	56	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1850	10000	100	100	100	101100020	0	2	11	101005020	10011	1101000	47	2101010	2	2	17	0	0	0	0	2101002	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305010	2
111005020	1	求真我[攻击]	11	2	10	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2250	10000	100	100	100	111100020	0	2	11	111005020	10011	1111000	16	2111010	2	2	11	0	0	0	0	2111002	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305011	2
1105030	1	诛邪	0	3	11	50	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	16000	10000	100	100	100	1100030	1	2	11	1105030	10	1001000	64	2001010	3	3	25	0	0	Data/player/9weapon/050sword.nif	0	2001102	9000001	7001100	11050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400405000	5
1205030	1	天地寂	0	3	12	50	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	16000	10000	100	100	100	1100030	1	2	11	1205030	10	1001000	64	2001010	3	3	25	0	0	Data/player/9weapon/050piano.nif	21	2001202	9000001	7001200	12050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400405000	5
11005030	1	封神帽	1	3	10	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	9800	10000	100	100	100	11100030	0	2	11	11005030	10011	1011000	64	2011010	3	3	17	0	0	Data/player/1kunlun/%s/050hair.nif	1	2011002	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405001	5
21005030	1	证道[攻击]	2	3	10	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	11800	10000	100	100	100	21100030	0	2	11	21005030	10011	1021000	21	2021010	2	2	12	0	0	0	0	2021002	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405002	5
31005030	1	魂炼[物防]	3	3	10	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	8400	10000	100	100	100	31100030	0	2	11	31005030	10011	1031000	21	2031010	2	2	12	0	0	0	0	2031002	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405003	5
41005030	1	封神护肩	4	3	10	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	9600	10000	100	100	100	41100030	0	2	11	41005030	10011	1041000	64	2041010	3	3	17	0	0	Data/player/1kunlun/%s/050sdr.nif	4	2041002	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405004	5
51005030	1	封神裳	5	3	10	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	10200	10000	100	100	100	51100030	7	2	11	51005030	10011	1051000	64	2051010	3	3	25	0	0	Data/player/1kunlun/%s/050body.nif	5	2051002	9000001	7051000	510050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405005	5
61005030	1	封神带	6	3	10	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	7000	10000	100	100	100	61100030	5	2	11	61005030	10011	1061000	64	2061010	3	3	25	0	0	0	0	2061002	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405006	5
71005030	1	封神裤	7	3	10	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	10000	10000	100	100	100	71100030	7	2	11	71005030	10011	1071000	64	2071010	3	3	25	0	0	0	0	2071002	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405007	5
81005030	1	封神履	8	3	10	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	9200	10000	100	100	100	81100030	0	2	11	81005030	10011	1081000	64	2081010	3	3	17	0	0	0	0	2081002	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405008	5
91005030	0	封神护腕	9	3	10	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	8000	10000	100	100	100	91100030	0	2	11	91005030	10011	1091000	64	2091010	3	3	17	0	0	0	0	2091002	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405009	5
101005030	1	封神手套	10	3	10	68	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	7400	10000	100	100	100	101100030	0	2	11	101005030	10011	1101000	64	2101010	3	3	17	0	0	0	0	2101002	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405010	5
111005030	1	不忘本[攻击]	11	3	10	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	9000	10000	100	100	100	111100030	0	2	11	111005030	10011	1111000	21	2111010	2	2	12	0	0	0	0	2111002	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405011	5
1105040	1	玲珑	0	4	11	50	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	48000	10000	100	100	100	1100040	2	2	11	1105040	10	1001000	85	2001010	3	3	29	0	0	Data/player/9weapon/050sword.nif	0	2001102	9000001	7001100	11050	""	350	0	0	0
1205040	1	晨星	0	4	12	50	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	48000	10000	100	100	100	1100040	2	2	11	1205040	10	1001000	85	2001010	3	3	29	0	0	Data/player/9weapon/050piano.nif	21	2001202	9000001	7001200	12050	""	350	0	0	0
11005040	1	星辰帽	1	4	10	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	29400	10000	100	100	100	11100040	0	2	11	11005040	10011	1011000	85	2011010	4	4	17	0	0	Data/player/1kunlun/%s/050hair.nif	1	2011002	9000001	7011000	0	""	-1	0	0	0
21005040	1	九暮[攻击]	2	4	10	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	35400	10000	100	100	100	21100040	0	2	11	21005040	10011	1021000	29	2021010	2	2	14	0	0	0	0	2021002	9000001	7021000	0	""	-1	0	0	0
31005040	1	星辰披风[物防]	3	4	10	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	25200	10000	100	100	100	31100040	0	2	11	31005040	10011	1031000	29	2031010	2	2	14	0	0	0	0	2031002	9000001	7031000	0	""	-1	0	0	0
41005040	1	星辰护肩	4	4	10	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	28800	10000	100	100	100	41100040	0	2	11	41005040	10011	1041000	85	2041010	4	4	17	0	0	Data/player/1kunlun/%s/050sdr.nif	4	2041002	9000001	7041000	0	""	-1	0	0	0
51005040	1	星辰裳	5	4	10	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	30600	10000	100	100	100	51100040	8	2	11	51005040	10011	1051000	85	2051010	3	3	29	0	0	Data/player/1kunlun/%s/050body.nif	5	2051002	9000001	7051000	510050	""	-1	0	0	0
61005040	1	星辰带	6	4	10	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	21000	10000	100	100	100	61100040	6	2	11	61005040	10011	1061000	85	2061010	3	3	29	0	0	0	0	2061002	9000001	7061000	0	""	-1	0	0	0
71005040	1	星辰装	7	4	10	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	30000	10000	100	100	100	71100040	8	2	11	71005040	10011	1071000	85	2071010	3	3	29	0	0	0	0	2071002	9000001	7071000	0	""	-1	0	0	0
81005040	1	星辰履	8	4	10	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	27600	10000	100	100	100	81100040	0	2	11	81005040	10011	1081000	85	2081010	4	4	17	0	0	0	0	2081002	9000001	7081000	0	""	-1	0	0	0
91005040	0	星辰护腕	9	4	10	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	24000	10000	100	100	100	91100040	0	2	11	91005040	10011	1091000	85	2091010	4	4	17	0	0	0	0	2091002	9000001	7091000	0	""	-1	0	0	0
101005040	1	星辰手套	10	4	10	68	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	22200	10000	100	100	100	101100040	0	2	11	101005040	10011	1101000	85	2101010	4	4	17	0	0	0	0	2101002	9000001	7101000	0	""	-1	0	0	0
111005040	1	鸿迹[攻击]	11	4	10	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	27000	10000	100	100	100	111100040	0	2	11	111005040	10011	1111000	29	2111010	2	2	14	0	0	0	0	2111002	9000001	7111000	0	""	-1	0	0	0
2105000	1	独龙	0	0	21	50	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	400	10000	100	100	100	0	0	1	10	2105000	10	1002000	26	2002000	0	0	0	0	0	Data/player/9weapon/050glaive.nif	0	2002102	9000003	7002100	21050	""	600	0	0	0
2205000	1	飞龙	0	0	22	50	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	400	10000	100	100	100	0	0	1	10	2205000	10	1002000	26	2002000	0	0	0	0	0	Data/player/9weapon/050blade.nif	23	2002202	9000003	7002200	22050	""	300	0	0	0
12005000	1	昇龙盔	1	0	20	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	245	10000	100	100	100	0	0	1	10	12005000	10011	1012000	26	2012000	0	0	0	0	0	Data/player/2xuanyuan/%s/050hair.nif	1	2012002	9000003	7012000	0	""	-1	0	0	0
22005000	1	龙飞天[攻击]	2	0	20	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	295	10000	100	100	100	0	0	1	10	22005000	10011	1022000	9	2022000	0	0	0	0	0	0	0	2022002	9000003	7022000	0	""	-1	0	0	0
32005000	1	潜龙[物防]	3	0	20	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	210	10000	100	100	100	0	0	1	10	32005000	10011	1032000	9	2032000	0	0	0	0	0	0	0	2032002	9000003	7032000	0	""	-1	0	0	0
42005000	1	昇龙肩甲	4	0	20	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	240	10000	100	100	100	0	0	1	10	42005000	10011	1042000	26	2042000	0	0	0	0	0	Data/player/2xuanyuan/%s/050sdr.nif	4	2042002	9000003	7042000	0	""	-1	0	0	0
52005000	1	昇龙铠	5	0	20	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	255	10000	100	100	100	0	0	1	10	52005000	10011	1052000	26	2052000	0	0	0	0	0	Data/player/2xuanyuan/%s/050body.nif	5	2052002	9000003	7052000	520050	""	-1	0	0	0
62005000	1	昇龙索	6	0	20	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	175	10000	100	100	100	0	0	1	10	62005000	10011	1062000	26	2062000	0	0	0	0	0	0	0	2062002	9000003	7062000	0	""	-1	0	0	0
72005000	1	昇龙裤	7	0	20	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	250	10000	100	100	100	0	0	1	10	72005000	10011	1072000	26	2072000	0	0	0	0	0	0	0	2072002	9000003	7072000	0	""	-1	0	0	0
82005000	1	昇龙靴	8	0	20	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	230	10000	100	100	100	0	0	1	10	82005000	10011	1082000	26	2082000	0	0	0	0	0	0	0	2082002	9000003	7082000	0	""	-1	0	0	0
92005000	0	昇龙护腕	9	0	20	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	200	10000	100	100	100	0	0	1	10	92005000	10011	1092000	26	2092000	0	0	0	0	0	0	0	2092002	9000003	7092000	0	""	-1	0	0	0
102005000	1	昇龙手套	10	0	20	56	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	185	10000	100	100	100	0	0	1	10	102005000	10011	1102000	26	2102000	0	0	0	0	0	0	0	2102002	9000003	7102000	0	""	-1	0	0	0
112005000	1	龙腾[攻击]	11	0	20	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	225	10000	100	100	100	0	0	1	10	112005000	10011	1112000	9	2112000	0	0	0	0	0	0	0	2112002	9000003	7112000	0	""	-1	0	0	0
2105010	1	龙影	0	1	21	50	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	800	10000	100	100	100	2100010	0	2	11	2105010	10	1002000	31	2002000	1	1	18	0	0	Data/player/9weapon/050glaive.nif	0	2002102	9000003	7002100	21050	""	600	0	0	0
2205010	1	龙鳞	0	1	22	50	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	800	10000	100	100	100	2100010	0	2	11	2205010	10	1002000	31	2002000	1	1	18	0	0	Data/player/9weapon/050blade.nif	23	2002202	9000003	7002200	22050	""	300	0	0	0
12005010	1	龙破盔	1	1	20	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	490	10000	100	100	100	12100010	0	2	11	12005010	10011	1012000	31	2012000	1	1	17	0	0	Data/player/2xuanyuan/%s/050hair.nif	1	2012002	9000003	7012000	0	""	-1	0	0	0
22005010	1	苍龙现[攻击]	2	1	20	63	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	590	10000	100	100	100	22100010	0	2	11	22005010	10011	1022000	12	2022000	1	1	9	0	0	0	0	2022002	9000003	7022000	0	""	-1	0	0	0
32005010	1	隐龙[物防]	3	1	20	54	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	420	10000	100	100	100	32100010	0	2	11	32005010	10011	1032000	12	2032000	1	1	9	0	0	0	0	2032002	9000003	7032000	0	""	-1	0	0	0
42005010	1	龙破肩甲	4	1	20	50	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	480	10000	100	100	100	42100010	0	2	11	42005010	10011	1042000	31	2042000	1	1	17	0	0	Data/player/2xuanyuan/%s/050sdr.nif	4	2042002	9000003	7042000	0	""	-1	0	0	0
52005010	1	龙破铠	5	1	20	60	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	510	10000	100	100	100	52100010	0	2	11	52005010	10011	1052000	31	2052000	1	1	18	0	0	Data/player/2xuanyuan/%s/050body.nif	5	2052002	9000003	7052000	520050	""	-1	0	0	0
62005010	1	龙破索	6	1	20	65	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	350	10000	100	100	100	62100010	0	2	11	62005010	10011	1062000	31	2062000	1	1	18	0	0	0	0	2062002	9000003	7062000	0	""	-1	0	0	0
72005010	1	龙破裤	7	1	20	61	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	500	10000	100	100	100	72100010	0	2	11	72005010	10011	1072000	31	2072000	1	1	18	0	0	0	0	2072002	9000003	7072000	0	""	-1	0	0	0
82005010	1	龙破靴	8	1	20	58	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	460	10000	100	100	100	82100010	0	2	11	82005010	10011	1082000	31	2082000	1	1	17	0	0	0	0	2082002	9000003	7082000	0	""	-1	0	0	0
92005010	0	龙破护腕	9	1	20	50	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	400	10000	100	100	100	92100010	0	2	11	92005010	10011	1092000	31	2092000	1	1	17	0	0	0	0	2092002	9000003	7092000	0	""	-1	0	0	0
102005010	1	龙破手套	10	1	20	56	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	370	10000	100	100	100	102100010	0	2	11	102005010	10011	1102000	31	2102000	1	1	17	0	0	0	0	2102002	9000003	7102000	0	""	-1	0	0	0
112005010	1	龙眼[攻击]	11	1	20	63	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	450	10000	100	100	100	112100010	0	2	11	112005010	10011	1112000	12	2112000	1	1	9	0	0	0	0	2112002	9000003	7112000	0	""	-1	0	0	0
2105020	1	呤夜	0	2	21	50	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	4000	10000	100	100	100	2100020	0	2	11	2105020	10	1002000	47	2002010	3	3	23	0	0	Data/player/9weapon/050glaive.nif	0	2002102	9000003	7002100	21050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	600	0	400305000	2
2205020	1	盘龙	0	2	22	50	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	4000	10000	100	100	100	2100020	0	2	11	2205020	10	1002000	47	2002010	3	3	23	0	0	Data/player/9weapon/050blade.nif	23	2002202	9000003	7002200	22050	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	300	0	400305000	2
12005020	1	龙吟盔	1	2	20	60	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	2450	10000	100	100	100	12100020	0	2	11	12005020	10011	1012000	47	2012010	2	2	17	0	0	Data/player/2xuanyuan/%s/050hair.nif	1	2012002	9000003	7012000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305001	2
